сб,20.04.24,
вс,21.04.24,
пн,22.04.24,"0,04%"
вт,23.04.24,"0,07%"
ср,24.04.24,"0,09%"
чт,25.04.24,"0,05%"
пт,26.04.24,"0,06%"
сб,27.04.24,
вс,28.04.24,
пн,29.04.24,"0,08%"
вт,30.04.24,"0,11%"
ср,01.05.24,"0,07%"
чт,02.05.24,"0,09%"
пт,03.05.24,"0,06%"
сб,04.05.24,
вс,05.05.24,
пн,06.05.24,"0,07%"
вт,07.05.24,"0,10%"
ср,08.05.24,"0,12%"
чт,09.05.24,"0,05%"
пт,10.05.24,"0,06%"
сб,11.05.24,
вс,12.05.24,
пн,13.05.24,"0,07%"
вт,14.05.24,"0,09%"
ср,15.05.24,"0,11%"
чт,16.05.24,"0,05%"
пт,17.05.24,"0,06%"
сб,18.05.24,
вс,19.05.24,
пн,20.05.24,"0,08%"
вт,21.05.24,"0,15%"
ср,22.05.24,"0,05%"
чт,23.05.24,"0,06%"
пт,24.05.24,"0,05%"
сб,25.05.24,
вс,26.05.24,
пн,27.05.24,"0,08%"
вт,28.05.24,"0,06%"
ср,29.05.24,"0,12%"
чт,30.05.24,"0,05%"
пт,31.05.24,"0,08%"
сб,01.06.24,
вс,02.06.24,
пн,03.06.24,"0,06%"
вт,04.06.24,"0,11%"
ср,05.06.24,"0,08%"
чт,06.06.24,"0,04%"
пт,07.06.24,"0,06%"
сб,08.06.24,
вс,09.06.24,
пн,10.06.24,"0,10%"
вт,11.06.24,"0,11%"
ср,12.06.24,"0,11%"
чт,13.06.24,"0,06%"
пт,14.06.24,"0,05%"
сб,15.06.24,
